Fortune500,28/09/2020,29/09/2020,30/09/2020,01/10/2020,02/10/2020,05/10/2020,06/10/2020,07/10/2020,08/10/2020,09/10/2020,12/10/2020,13/10/2020,14/10/2020,15/10/2020,16/10/2020,19/10/2020,20/10/2020,21/10/2020,22/10/2020,23/10/2020,26/10/2020,27/10/2020,28/10/2020,29/10/2020,30/10/2020,02/11/2020,03/11/2020,04/11/2020,05/11/2020,06/11/2020,09/11/2020,10/11/2020,11/11/2020,12/11/2020,13/11/2020,16/11/2020,17/11/2020,18/11/2020,19/11/2020,20/11/2020,23/11/2020,24/11/2020,25/11/2020,27/11/2020,30/11/2020,01/12/2020,02/12/2020,03/12/2020,04/12/2020,07/12/2020,08/12/2020,09/12/2020,10/12/2020,11/12/2020,14/12/2020,15/12/2020,16/12/2020,17/12/2020,18/12/2020,21/12/2020,22/12/2020,23/12/2020,24/12/2020,28/12/2020,29/12/2020,30/12/2020,31/12/2020,04/01/2021,05/01/2021,06/01/2021,07/01/2021,08/01/2021,11/01/2021,12/01/2021,13/01/2021,14/01/2021,15/01/2021,19/01/2021,20/01/2021,21/01/2021,22/01/2021,25/01/2021,26/01/2021,27/01/2021,28/01/2021,29/01/2021,01/02/2021,02/02/2021,03/02/2021,04/02/2021,05/02/2021,08/02/2021,09/02/2021,10/02/2021,11/02/2021,12/02/2021,16/02/2021,17/02/2021,18/02/2021,19/02/2021,22/02/2021
CPRT,-0.909461278,-0.947488085,-1,-0.813490505,-0.802626311,-0.589859772,-0.59076534,-0.442281837,-0.199638062,-0.0900863,0.080126225,0.01493898,-0.036668092,0.129922794,0.088275073,-0.085559092,-0.110909844,-0.14531501,-0.19148994,-0.173381743,-0.382526009,-0.371661815,-0.700317103,-0.445903476,-0.529198919,-0.253961114,0.015843824,0.464915793,0.701221947,0.680398403,0.464010949,0.071072534,0.144409352,0.101856062,0.136260505,-0.014033411,-0.001358081,-0.02127669,-0.215029464,-0.157084773,-0.276595795,-0.272069311,-0.130828453,-0.0900863,-0.068357188,-0.08646466,-0.263014896,-0.109099341,-0.372567383,-0.144409352,-0.058397838,-0.192394784,-0.131734021,0.0701676,0.188773144,0.46672702,0.426889711,0.49569932,0.557265741,0.540968681,0.618832072,0.646898804,0.679492835,0.952014568,0.879583319,0.935717598,1,0.402444618,0.35536403,0.144409352,0.422363227,0.540968681,0.422363227,0.50928031,0.262109237,0.095518351,-0.038479228,-0.010412496,0.016749392,-0.045722507,-0.146220579,-0.299230475,-0.537347766,-0.720235712,-0.569036228,-0.58442763,-0.483929558,-0.203259702,-0.371661815,-0.169760103,0.288365557,0.41421438,0.441376268,0.167044032,-0.02127669,0.291987196,0.175192155,0.161611256,0.232231368,0.078315813,-0.332730074
GLW,-0.915582226,-0.932465837,-0.808652026,-0.774885653,-0.696093862,-0.493490525,-0.468165815,-0.062957442,-0.01512059,-0.141748384,-0.183957271,-0.116422542,-0.220538193,-0.091097833,-0.029190219,-0.192398935,-0.124864206,-0.07984162,0.052414139,0.077739981,-0.290886338,-0.684838781,-1,-0.895884915,-0.932465837,-0.791767849,-0.454096186,-0.485048011,-0.223351609,-0.161445978,0.111506354,0.207180341,0.195925261,-0.044731817,0.215744032,0.541337569,0.399774915,0.289356046,0.357306686,0.348812077,0.442243995,0.688562729,0.631937384,0.572481353,0.665912138,0.654587975,0.773500038,0.580974829,0.8159694,0.711213319,0.810306611,0.733862778,0.595130811,0.161949374,0.49320655,0.552662581,0.331825408,0.430918699,0.331825408,0.249718786,0.28369354,0.362968059,0.340318601,0.317668293,0.161949374,0.255381292,0.263874768,-0.04190113,0.17044285,0.518688111,0.541337569,0.532844093,0.699888024,0.677237433,0.595130811,0.838618858,0.773500038,0.980181512,0.957532053,0.81313758,0.716874693,0.96036274,0.595130811,0.045868282,0.38844962,0.227068195,0.235562804,0.357306686,0.360137372,0.626274878,0.665912138,0.739525284,0.357306686,0.530012273,0.479049435,0.513025321,1,0.798981315,0.70555053,0.847113184,0.8159694
CTVA,-0.958370478,-1,-0.975898698,-0.990140431,-0.914549708,-0.83348169,-0.835672718,-0.787470113,-0.590277309,-0.469770686,-0.452242466,-0.44019198,-0.427045705,-0.408421697,-0.398562128,-0.459911118,-0.509209181,-0.52783286,-0.502636099,-0.498254594,-0.548648226,-0.58918185,-0.64176673,-0.57165363,-0.51906919,-0.464293393,-0.524546484,-0.540979575,-0.41389976,-0.44019198,-0.337213578,-0.163026617,-0.119205737,-0.277522069,-0.173077814,-0.016960426,-0.06203651,-0.09831737,-0.06863312,-0.046644677,0.022618684,0.144654045,0.109472712,0.090782408,0.080887658,0.079788351,0.075390575,0.068793965,0.117168628,0.039109714,0.091881605,0.156747189,0.127063378,0.088583465,0.129261772,0.179835269,0.164443545,0.230408326,0.200724076,0.216115799,0.153449159,0.175437492,0.210618826,0.084185688,0.039109714,0.094080548,0.124864435,0.084185688,0.135858492,0.383227244,0.463484552,0.62290008,0.663578387,0.769122718,0.719648857,0.728443971,0.677870914,0.653683637,0.667976164,0.446993631,0.492069605,0.408513718,0.208419993,0.121565965,0.297472853,0.250197936,0.343648134,0.429402965,0.470081272,0.558034496,0.694362384,0.66247919,0.64268958,0.59981244,0.654783273,0.746034638,0.846081555,0.813099165,0.727344774,0.866970692,1
COST,-1,-0.89683957,-0.779761352,-0.63812051,-0.7793508,-0.633209275,-0.642622499,-0.451450998,-0.366711567,-0.187816908,0.099558746,0.271491981,0.175699647,0.103652714,0.306698181,0.061896908,0.17447187,0.154413764,0.069674333,0.022598005,-0.13664657,-0.054362735,-0.372032088,-0.347423115,-0.644374105,-0.366699969,-0.056213489,0.11646106,0.488060076,0.505697252,-0.341680485,-0.275235915,-0.016837326,0.097593493,0.225971619,0.26493723,0.352299599,0.36501525,0.41874417,0.319487212,0.343686899,0.446634989,0.591418719,0.617668594,0.756300407,1,0.829115687,0.431367167,0.405271728,0.401063177,0.5807867,0.441470212,0.378334562,0.475561868,0.445257878,0.340033089,0.237334661,0.273111038,0.134634969,0.049192812,-0.074550817,-0.080442781,0.032778269,0.305519282,0.37538858,0.44820386,0.546272894,0.688114479,0.502499034,0.261745423,0.173358592,0.258378599,0.008787085,0.016784568,0.132530714,-0.061080948,-0.069078431,-0.392749102,-0.105276957,-0.042142573,-0.06318651,-0.080863623,0.049614962,-0.311936339,-0.283736604,-0.478612101,-0.559004022,-0.346029303,-0.36160212,-0.305090722,-0.333767938,-0.137243737,-0.148629932,-0.293704527,-0.459021228,-0.435826688,-0.383110675,-0.21273214,-0.25996552,-0.350638075,-0.542946007
CCI,0.243445347,0.305354658,0.548795137,0.707241985,0.771248831,0.775447183,0.400842633,0.383004533,0.47324449,0.639036787,0.730326411,0.580274573,0.39454664,0.720883321,0.590767224,0.320045555,0.334736558,0.264430544,-0.526750642,-0.293802815,-0.141651854,-0.069249892,-0.463790183,-0.373550226,-0.531996968,-0.187822293,-0.096531082,0.090246412,0.173141026,0.293814032,0.053519063,-0.089187221,0.353622633,0.596015137,0.707241985,0.435469167,0.532006704,0.984259541,0.715635407,0.598112673,0.534105827,0.312700106,0.387202885,0.619099563,0.661073239,1,0.584471337,0.647431797,0.234002363,0.12382349,0.006300755,-0.302197825,-0.424966885,-0.37669891,-0.499453472,-0.476172002,-0.612685788,-0.440192299,-0.645490881,-0.703694344,-0.679353788,-0.788352196,-0.625384128,-0.387280348,-0.433843076,-0.372465107,-0.076157864,-0.519560225,-0.455007539,-0.897352297,-0.789411493,-0.619034905,-0.724858807,-1,-0.764013228,-0.544958491,-0.281456446,-0.054993401,-0.089915395,-0.060284914,-0.104730741,0.103742452,0.374651429,-0.003139054,-0.188330883,-0.068750932,0.46142777,0.603231481,0.343963238,0.340788627,0.248720774,0.104800162,0.431797183,0.335497115,0.221207089,0.481534629,0.216974873,0.340788627,0.52809577,0.623338234,0.572543184
CSX,-0.665540612,-0.835721718,-0.828835961,-0.908515847,-0.87998831,-0.821950205,-0.922287459,-0.728497918,-0.824901173,-0.749155286,-0.642915899,-0.679312914,-0.553399091,-0.498311263,-0.588812483,-0.693084526,-0.586845138,-0.725546851,-0.429451922,-0.472734792,-0.710790827,-0.787520436,-1,-0.807194181,-0.703905071,-0.426500855,-0.184510032,-0.124503792,0.091910462,0.008295787,0.20700374,0.521788791,0.388005391,0.357510509,0.443092528,0.679181218,0.629996214,0.514902936,0.551299261,0.535561094,0.586712653,0.67131174,0.604419744,0.536352846,0.414029035,0.470258619,0.476177227,0.451515128,0.59159565,0.610339141,0.55706891,0.579758336,0.409096319,0.451515128,0.302555857,0.430799064,0.320312567,0.463353232,0.474204653,0.378515514,0.364704838,0.376542152,0.414029035,0.472231192,0.343002093,0.441650486,0.483082614,0.21081285,0.35779945,0.59258243,0.806649247,0.985202544,1,0.990135259,0.866824767,0.753379016,0.746473628,0.671501441,0.725757564,0.567920332,0.176286011,0.199961428,0.096381108,-0.193645465,0.083556324,-0.009172673,0.118083854,0.373582799,0.342015411,0.25323166,0.266056444,0.138799918,0.258164375,0.229556243,0.285785827,0.422906996,0.483082614,0.408109638,0.411068991,0.615271067,0.663609372
CMI,-0.744939514,-0.740059627,-0.81724281,-1,-0.853616908,-0.520485998,-0.58791071,-0.357691369,-0.380314393,-0.277846421,-0.347488627,-0.405155539,-0.346602015,-0.316438686,-0.30091237,-0.374104297,-0.324422633,-0.325309918,-0.2658705,-0.146546048,-0.394952752,-0.434875225,-0.709452656,-0.538673406,-0.429995339,-0.084445539,0.108513765,-0.30091237,-0.000607271,-0.023673893,-0.027222224,0.189688922,0.235821492,0.157751069,0.309013419,0.100972787,0.066373842,0.171946503,0.217901086,0.106806361,0.310703011,0.285718112,0.095206289,0.034528414,0.130007179,0.093867869,-0.048011858,-0.353187331,-0.371480176,-0.408957188,-0.321955994,-0.181414014,-0.388433883,-0.428142073,-0.528528811,-0.188107459,-0.242538223,-0.215322864,-0.176060335,-0.15776749,-0.210415563,-0.180075594,-0.07701269,-0.183645147,-0.248338955,-0.145721083,-0.051580738,-0.307232748,-0.295631958,0.237978057,0.488722048,0.270102107,0.375842525,0.614539391,0.56278475,0.583308055,0.400828097,0.450797939,0.369150425,0.882237135,0.836282552,0.815758529,0.828252032,0.483814075,0.622124204,0.27501008,0.210316273,0.251809263,0.324979923,0.170608083,0.061298112,0.46195235,0.746157466,0.75195748,0.66718742,0.701095597,0.723849362,0.604724118,0.659012475,0.887384068,1
CVS,-0.850218045,-0.889237866,-0.805345167,-0.859972876,-0.860947973,-0.751693248,-0.821928549,-0.70584557,-0.603418603,-0.70779616,-0.67658068,-0.735110163,-0.794615239,-0.715600105,-0.689261891,-0.768276531,-0.70486978,-0.67535661,-0.650762598,-0.575012345,-0.642892201,-0.781603449,-0.937039005,-1,-0.984259801,-0.788489737,-0.653713935,-0.563207294,-0.460895505,-0.112641914,0.141170283,0.406788421,0.335956931,0.324151088,0.482537882,0.725528841,0.102803696,0.025085918,-0.003443837,0.029020967,0.067387554,0.229709398,0.151007907,0.174618899,0.1667488,0.142154095,0.347761387,0.632070171,0.826856819,0.741268941,0.763895428,0.731431416,0.601573584,0.539596698,0.356615893,0.373339805,0.317264801,0.343826337,0.339891981,0.257254648,0.110673795,0.188391474,0.184456524,0.195277861,0.177570137,0.16281375,0.216921328,0.383177429,0.429414116,0.63600522,0.77668429,0.862272168,0.981308563,1,0.868174743,0.880964397,1,0.915395934,0.900639547,0.834286411,0.838247904,0.748125815,0.849141734,0.669888204,0.688705118,0.593631783,0.574814869,0.611458052,0.751096761,0.727328601,0.646120043,0.725348201,0.775855468,0.809527705,0.786749299,0.847160642,0.482712481,0.698608402,0.580756761,0.471818551,0.477761136
DHI,0.018053592,-0.032101724,0.139708547,0.343532568,0.38088307,0.147178326,0.084217338,0.153582449,0.361674133,0.402225034,0.429971014,0.376614441,0.421433864,0.48012708,0.295510387,0.15678274,0.234684036,-0.129211849,-0.398131493,-0.134547742,-0.371453743,-0.557135341,-0.580612799,-0.671319767,-0.801511014,-0.548598191,-0.518718326,0.04580043,-0.150553812,-0.395995999,-1,-0.367184364,-0.156957077,-0.309558411,-0.112137655,-0.020363424,-0.090794082,0.023390344,0.083149216,0.072478287,0.315786588,-0.003288372,0.185595341,0.177059049,0.019120964,-0.238060381,-0.538993776,-0.189028118,-0.303543194,-0.032773753,-0.350633181,-0.449093909,-0.44267262,-0.449093909,-0.39665333,-0.337790711,-0.313174644,-0.068091753,-0.093776801,-0.170834198,-0.191168547,-0.359194793,-0.241469555,-0.39665333,-0.440533049,-0.42661913,-0.555047266,-0.724144209,-0.823675527,-0.883608843,-0.579662475,-0.764812908,-0.64708767,-0.607488703,-0.576452313,-0.543274635,-0.507957386,-0.299262334,0.107426371,0.263679985,0.38568694,0.520536366,0.394248552,0.059266652,0.288295945,0.288295945,0.319331584,0.354649692,0.261540307,0.318262603,0.632910154,0.947558563,0.823412036,0.904749434,1,0.864080735,0.540081639,0.478929573,0.462836816,0.566902721,0.379155149
DHR,-1,-0.932802175,-0.694856213,-0.731209471,-0.850732958,-0.528514048,-0.534573605,-0.325820279,-0.398525914,-0.103848428,-0.120922724,-0.128083346,-0.07685875,-0.139099794,-0.027287022,-0.226676766,-0.050420874,-0.07685875,0.332385386,0.25967975,0.383609927,0.651848709,0.228835129,0.117023184,0.08782972,0.247562236,0.375347411,0.692608658,0.682694158,0.964704093,0.321368938,-0.113762101,0.286118454,0.277856766,0.370940722,0.09388845,0.077365128,-0.178757023,-0.116516034,-0.120372632,-0.37814594,-0.533472539,-0.590755037,-0.614989955,-0.182611966,-0.162232819,-0.173248385,-0.253665617,-0.193629241,-0.098891591,-0.244852955,-0.281206214,-0.260825357,-0.231082684,-0.377044874,-0.263029143,-0.332980901,-0.190323563,-0.101093723,-0.09833979,-0.27624855,-0.406236629,-0.345599722,-0.276142545,-0.270078744,-0.390251602,-0.309768827,-0.249682783,0.055709948,0.473557272,0.6587772,0.867149447,0.901877622,0.712799388,0.665942839,0.492850513,0.495606926,0.460327006,0.51214458,0.294401145,0.566717742,0.572781543,0.342910561,-0.306461439,0.044685121,0.555692915,0.771231738,0.955348891,0.57719165,0.428354417,0.43166175,0.434969137,0.509388167,0.536399674,0.711145749,1,0.799896938,0.669802028,0.531437821,0.19186866,-0.124548899
DRI,-0.553665844,-0.543965186,-0.546611106,-0.364065451,-0.39360765,-0.415654132,-0.524123645,-0.514864011,-0.416687046,-0.478158437,-0.558645615,-0.621001315,-0.600215845,-0.560414589,-0.613040931,-0.716082553,-0.639575412,-0.668320956,-0.574124029,-0.586949115,-0.76959356,-0.750135463,-1,-0.897400688,-0.92349286,-0.927030897,-0.871308517,-0.716967262,-0.498943553,-0.472409071,0.342637298,0.02422534,-0.253058387,-0.287110899,-0.230504564,-0.120386868,-0.188933979,-0.116848875,-0.132769288,-0.192472016,-0.142498692,0.029089686,-0.098274733,-0.126136234,-0.213256776,-0.101370416,-0.140287673,-0.000540123,0.089234413,-0.030169977,-0.050955137,0.070217962,0.116653249,-0.003635806,-0.012922544,0.07198698,0.163088225,0.257285463,0.148494431,0.182104677,0.302393376,0.299740403,0.225001571,0.218368206,0.25463178,0.209965822,0.279397243,0.152032114,0.234288664,0.358115756,0.509825686,0.527569592,0.567937055,0.659761539,0.550193149,0.472120024,0.382513699,0.517367093,0.536885119,0.554629025,0.422437433,0.334605184,0.271614563,-0.015836175,0.280486361,0.196646614,0.306215049,0.459699409,0.580357714,0.720090669,0.866033666,0.790179012,0.749811593,0.732954703,0.730293212,0.709444131,0.730736587,0.701459703,0.777314357,0.95608372,1
DVA,-0.918188457,-0.93571955,-0.86218641,-1,-0.928414851,-0.814463253,-0.878743703,-0.787192495,-0.718529431,-0.754565322,-0.703432961,-0.730703767,-0.705380903,-0.703432961,-0.612369165,-0.671779977,-0.664962397,-0.669344964,-0.617238851,-0.599220687,-0.664475327,-0.691745695,-0.831994298,-0.856342972,-0.832968099,-0.69564158,-0.506696019,-0.356221022,-0.25346957,-0.230581768,-0.049914659,0.185780306,0.144387659,0.186267377,0.350377583,0.476503518,0.488677855,0.241782353,0.208181037,0.316289197,0.324567697,0.307523674,0.30411486,0.317750069,0.316289197,0.254930442,0.243730296,0.100559949,0.289505899,0.248599933,0.342098742,0.386900594,0.416606024,0.241782353,0.284149143,0.439980507,0.47163388,0.602629842,0.584611726,0.603603643,0.575846155,0.567080632,0.573411141,0.588994292,0.615777979,0.591429306,0.683954363,0.640126653,0.642561666,0.837351055,0.918188457,1,0.962503237,0.995617434,0.847577449,0.793036274,0.749695684,0.718042311,0.826150519,0.777453172,0.790601261,0.740443091,0.774531429,0.705867974,0.707815917,0.682493491,0.752617428,0.403457497,0.347455499,0.301193165,0.283662072,0.33333322,0.372291244,0.488677855,0.48575616,0.07962009,0.040175336,-0.011930777,-0.157535748,-0.062576067,-0.164353376
DE,-0.964835604,-0.980910851,-0.956630521,-1,-0.903717123,-0.86738041,-0.881446225,-0.806931481,-0.745477577,-0.735933137,-0.707299279,-0.695578065,-0.67464681,-0.678498112,-0.648022652,-0.679670413,-0.6679492,-0.709308978,-0.701271221,-0.656897287,-0.745310252,-0.841426072,-0.927494704,-0.849630887,-0.884962624,-0.788009926,-0.649696928,-0.761217921,-0.548223124,-0.521096469,-0.500500368,-0.415101306,-0.492462627,-0.514900834,-0.451605328,-0.329199999,-0.344102961,-0.358838833,-0.387974667,-0.338242229,-0.295543327,-0.288844692,-0.373909104,-0.28147674,-0.287002822,-0.395677254,-0.330874797,-0.436702382,-0.42481334,-0.447921368,-0.438041757,-0.400700588,-0.423808616,-0.384960496,-0.436032309,-0.280807439,-0.29537575,-0.238275627,-0.134959448,-0.184356985,-0.159072184,-0.181175505,-0.159909582,-0.18854292,-0.224712292,-0.198347198,-0.149647662,-0.173325308,-0.061820201,0.208210655,0.365561298,0.267826047,0.284787106,0.405192475,0.390582667,0.417955306,0.292847416,0.285962228,0.38588065,0.462456598,0.456915133,0.339868058,0.303091402,0.046494711,0.251872499,0.182013659,0.239277765,0.412749533,0.389239464,0.525765941,0.525262168,0.656247718,0.627531356,0.599151693,0.612921532,0.588403935,0.657087149,0.572954176,0.374293462,0.873884565,1
DAL,-0.813156461,-0.893863914,-0.897180774,-0.839690454,-0.767827555,-0.740187978,-0.844112897,-0.723604011,-0.665008329,-0.650635638,-0.669430772,-0.765616389,-0.766721972,-0.813156461,-0.798783991,-0.795467132,-0.742399144,-0.795467132,-0.550027579,-0.519071363,-0.747927059,-0.882808305,-1,-0.877280279,-0.890547386,-0.936981875,-0.861802116,-0.91376452,-0.742399144,-0.804311796,-0.212824852,-0.182973999,-0.40630189,-0.477059096,-0.247098038,-0.076838134,-0.121061678,-0.086788382,-0.086788382,-0.173023751,0.010503039,0.283581727,0.286898807,0.261470397,0.171918057,0.139856038,0.262575869,0.470425598,0.405196196,0.404090281,0.410724001,0.377556619,0.433941135,0.336650156,0.220563602,0.348811128,0.263681673,0.266998312,0.219458129,0.159756533,0.027086564,0.170812695,0.114427737,0.160862448,0.147595119,0.206191243,0.167495614,0.00386943,0.094527132,0.186290748,0.169706891,0.146489647,0.079049079,0.177445862,0.194029829,0.306799303,0.142067314,0.178551666,0.323382828,0.218352325,0.14427848,0.022664564,0.069098831,-0.019347814,0.153123366,-0.081260577,-0.096738629,0.011608401,0.119955542,0.247097706,0.271420755,0.502487617,0.421779611,0.464897793,0.444997187,0.508015422,0.65837483,0.629629339,0.628523977,0.771143862,1
XRAY,-0.935319823,-1,-0.886809517,-0.912219942,-0.894894799,-0.762068514,-0.84291914,-0.734348934,-0.617693098,-0.682373738,-0.624623456,-0.742433638,-0.670823566,-0.693923447,-0.66158359,-0.78632413,-0.773619149,-0.662738862,-0.354352229,-0.260796159,-0.438667282,-0.446752449,-0.758604087,-0.763223902,-0.487177935,-0.428272381,-0.420187215,-0.380917,-0.55416773,-0.654653232,-0.000920179,0.179260447,-0.179946574,-0.272346794,-0.005540456,-0.19958145,-0.289671589,-0.288516664,-0.293136941,-0.231921307,-0.109490848,0.016404501,-0.01016027,0.029109945,-0.059825733,-0.09216559,0.225461019,0.085705418,0.270505858,0.253180715,0.331721145,0.35713157,0.309776188,0.179260447,0.094945046,0.27859114,0.202360791,0.215065772,0.137680151,0.119200084,0.046435203,0.03486258,0.059164486,0.115869318,-0.006798143,0.017503762,0.121655514,0.282511635,0.460726574,0.769709185,0.734992128,0.795168561,0.832200213,1,0.949081132,0.922464748,0.825256663,0.811369909,0.853030517,0.732677534,0.685230846,0.659771354,0.677130172,0.469984255,0.466512654,0.252423649,0.302184468,0.376248119,0.3855058,0.518588529,0.454940494,0.529003681,0.554462595,0.635469448,0.575293014,0.467669661,0.338059112,0.159844173,0.078837782,0.167944731,0.188775151
DVN,-0.753323295,-0.786697262,-0.802658578,-0.854895944,-0.78234399,-0.702536971,-0.76348059,-0.743166001,-0.677869257,-0.714145307,-0.744617189,-0.796854556,-0.822973166,-0.808462746,-0.876661575,-0.889721099,-0.873759491,-0.923094919,-0.820071082,-0.817169144,-0.896976163,-0.914388813,-1,-0.949213529,-0.879563659,-0.807011704,-0.776539822,-0.751872253,-0.717047391,-0.757676421,-0.531314305,-0.468919644,-0.483429918,-0.547275767,-0.46601756,-0.357189555,-0.273029264,-0.323815735,-0.207732373,-0.2657742,-0.074236946,0.044748207,0.018629597,-0.030705832,-0.145337859,-0.143886817,-0.027803748,0.046199395,0.250795589,0.139065792,0.141967876,0.104240784,0.245984208,0.186072101,0.070631699,0.132005077,0.149540328,0.177304475,0.108624742,0.060402802,-0.008276931,0.113008555,0.064786615,0.067709157,0.061864073,0.183149413,0.134927619,0.181688142,0.361424757,0.501706618,0.538238391,0.471020075,0.503167889,0.704823129,0.620069416,0.788115864,0.684365483,0.747200132,0.742816173,0.511935369,0.425720385,0.362886028,0.286899794,0.339505401,0.338044422,0.229910082,0.273748356,0.302973628,0.484171513,0.476865013,0.44033324,0.564541268,0.582076665,0.707745817,0.644911022,0.74427759,0.874330848,1,0.826108907,0.868485618,0.929858996
DXCM,0.649336083,0.686553045,0.874509241,0.904619302,0.356274315,0.318683536,0.176173814,0.530203955,0.412006706,0.383953593,0.53693644,0.66336264,0.533757405,0.637927536,0.739293029,0.599027462,0.504207808,0.418365337,0.567233709,0.851505482,0.982420012,0.283523541,-0.305779048,-0.564428491,-0.85823851,-1,-0.630260171,-0.392182544,-0.193753802,-0.077613501,-0.404525988,-0.485131878,-0.336076317,-0.538058509,-0.543669468,-0.47578084,-0.582008499,-0.678137448,-0.651393031,-0.927623061,-0.829998208,-0.975313129,-0.989714083,-0.883860279,-0.85636819,-0.706003353,-0.603515773,-0.38975118,-0.326164236,-0.524967392,-0.323732872,-0.599962323,-0.341873923,-0.332149049,-0.222180751,-0.210585558,-0.245371138,-0.141387635,-0.129044209,-0.310828403,-0.210211143,-0.177295882,-0.195436914,-0.059098615,-0.160276919,-0.050495828,0.079483821,-0.14456725,0.061342789,0.195436914,0.405648075,0.423040856,0.096689993,-0.099120776,-0.054610304,-0.250421054,-0.210772186,-0.14643699,-0.025247914,0.037965195,0.086964539,0.204226927,-0.075743182,-0.296053595,0.026557209,0.175425562,0.320740484,0.545352599,0.49036844,0.706564397,0.852066526,0.707499276,0.66504577,0.635309526,0.836544046,0.880680683,0.727697836,0.909855865,0.848513076,1,0.871329645
FANG,-0.696002828,-0.708797996,-0.756449264,-0.80189447,-0.74100683,-0.723358112,-0.796599894,-0.785128337,-0.712327758,-0.731300042,-0.708797996,-0.743654096,-0.740124334,-0.733947397,-0.793070088,-0.848221949,-0.830132161,-0.862782198,-0.798364708,-0.804541735,-0.870723905,-0.913080642,-1,-0.958525759,-0.939994768,-0.862782198,-0.844692276,-0.888813738,-0.929405572,-0.993822973,-0.655852153,-0.579744199,-0.619025859,-0.672145166,-0.585547248,-0.481540273,-0.419939584,-0.400745136,-0.324860418,-0.307005114,-0.099437635,0.018853324,-0.059263436,-0.142736728,-0.301648581,-0.306558821,-0.276651173,-0.214604147,0.022424465,-0.048103899,-0.025784825,0.027334706,0.143840139,0.151428713,0.010372165,0.064384279,0.041618913,0.030012861,-0.039176224,-0.075779506,-0.119078554,0.048314501,0.068401713,0.040726106,0.012604028,0.113932624,0.075097524,0.09920199,0.310340387,0.428631569,0.449611543,0.448272265,0.517015058,0.721011395,0.661642747,0.67905158,0.558975051,0.593792717,0.620575562,0.627717665,0.759846718,0.652268781,0.575491121,0.440683869,0.606737825,0.445147639,0.502730895,0.522371591,0.752704614,0.831713958,0.79153958,0.991518618,0.904027892,0.989286577,0.939738232,1,0.993304188,0.987501006,0.822339992,0.84153444,0.967860489
DLR,0.121208569,0.227039034,0.176132552,0.208953723,0.349614583,0.52577389,0.596103813,0.565962958,0.851972257,0.951772889,1,0.92765984,0.819151086,0.839914686,0.908905464,0.740113041,0.768245618,0.719349441,0.547208649,0.567303183,0.571990764,0.43735967,0.385114043,0.307416224,0.011359657,0.121878648,0.11785912,0.259859192,0.226368955,0.170773879,-0.395884966,-0.556639346,-0.210347458,-0.182885973,0.034802627,-0.142696905,-0.114564328,-0.115904486,-0.075715351,-0.095809952,-0.27866809,-0.772317709,-0.56132794,-0.495686611,-0.628309495,-0.60285622,-0.801789431,-0.7019888,-0.580082316,-0.596158403,-0.720743176,-0.963214971,-0.96924271,-0.928384509,-1,-0.95203057,-0.899332346,-0.605438639,-0.599357324,-0.556793995,-0.293978227,-0.412211572,-0.368971949,-0.289248353,-0.330461186,-0.306814112,-0.228443038,-0.51355444,-0.670972748,-0.728400778,-0.62705791,-0.627733192,-0.785152581,-0.76893833,-0.658136863,-0.637868087,-0.433155562,-0.331136468,-0.146692719,-0.112911764,-0.164258411,-0.017649198,0.199900225,0.42420523,0.133688808,0.071531985,0.359346403,0.386370763,0.299216302,0.145850493,0.18030673,0.235031675,0.361373126,0.313403763,0.130311523,-0.191283784,-0.384510918,-0.311543919,-0.334514766,-0.435182352,-0.357485546
DFS,-0.963412028,-1,-0.904514092,-0.854093888,-0.764408393,-0.664014302,-0.756377115,-0.639473428,-0.564065941,-0.58726863,-0.598869816,-0.621179464,-0.612255416,-0.60065459,-0.560942847,-0.646612702,-0.671599668,-0.778686898,-0.530601425,-0.448501612,-0.543095156,-0.57075926,-0.69257095,-0.626533785,-0.581913993,-0.483751263,-0.387818768,-0.45430171,-0.426191829,-0.452516936,-0.083066721,-0.076374079,-0.169628941,-0.208001686,-0.06432644,-0.012568095,-0.042462749,-0.068491032,-0.037975546,-0.125931809,0.023055742,0.179223006,0.075560113,0.056712581,-0.064452355,0.114153358,0.183262043,0.145117325,0.228586069,0.217367364,0.19492923,0.250575631,0.294104921,0.262691705,0.225444716,0.347955863,0.392382521,0.443092471,0.376227409,0.422898007,0.414371722,0.483031565,0.479441731,0.479441731,0.46732498,0.524766118,0.579963271,0.538677605,0.588938398,0.801200499,0.894990897,0.875245275,0.790879207,0.795366725,0.869860343,0.93448151,0.904414866,0.963201898,1,0.746451873,0.658046723,0.513995893,0.413474353,0.205250929,0.369944748,0.266281901,0.205699771,0.346609607,0.435014757,0.62349256,0.683625803,0.750939391,0.675548766,0.707410462,0.680484495,0.723116732,0.820945806,0.651435274,0.586516608,0.751518612,0.817790026
