Fortune500,28/09/2020,29/09/2020,30/09/2020,01/10/2020,02/10/2020,05/10/2020,06/10/2020,07/10/2020,08/10/2020,09/10/2020,12/10/2020,13/10/2020,14/10/2020,15/10/2020,16/10/2020,19/10/2020,20/10/2020,21/10/2020,22/10/2020,23/10/2020,26/10/2020,27/10/2020,28/10/2020,29/10/2020,30/10/2020,02/11/2020,03/11/2020,04/11/2020,05/11/2020,06/11/2020,09/11/2020,10/11/2020,11/11/2020,12/11/2020,13/11/2020,16/11/2020,17/11/2020,18/11/2020,19/11/2020,20/11/2020,23/11/2020,24/11/2020,25/11/2020,27/11/2020,30/11/2020,01/12/2020,02/12/2020,03/12/2020,04/12/2020,07/12/2020,08/12/2020,09/12/2020,10/12/2020,11/12/2020,14/12/2020,15/12/2020,16/12/2020,17/12/2020,18/12/2020,21/12/2020,22/12/2020,23/12/2020,24/12/2020,28/12/2020,29/12/2020,30/12/2020,31/12/2020,04/01/2021,05/01/2021,06/01/2021,07/01/2021,08/01/2021,11/01/2021,12/01/2021,13/01/2021,14/01/2021,15/01/2021,19/01/2021,20/01/2021,21/01/2021,22/01/2021,25/01/2021,26/01/2021,27/01/2021,28/01/2021,29/01/2021,01/02/2021,02/02/2021,03/02/2021,04/02/2021,05/02/2021,08/02/2021,09/02/2021,10/02/2021,11/02/2021,12/02/2021,16/02/2021,17/02/2021,18/02/2021,19/02/2021,22/02/2021
DISCA,-0.85119373,-0.862298727,-0.861188233,-0.875624656,-0.876179903,-0.853414774,-0.875069409,-0.8378678,-0.805663526,-0.83509162,-0.82953915,-0.872293174,-0.907828986,-0.905608054,-0.906163301,-0.948361967,-0.945585787,-0.91948923,-0.89394781,-0.898389786,-0.930594116,-0.953914493,-1,-0.973903388,-0.946141034,-0.897279237,-0.897279237,-0.930038814,-0.880066633,-0.907828986,-0.84175453,-0.79733482,-0.823986623,-0.859522547,-0.786229823,-0.733481407,-0.72071078,-0.709605783,-0.680177632,-0.654636323,-0.598556369,-0.559689018,-0.554136659,-0.544142156,-0.575791239,-0.533037215,-0.494725111,-0.501943379,-0.488617449,-0.470849598,-0.510272085,-0.487506955,-0.471404734,-0.463631331,-0.479178249,-0.475291575,-0.471404734,-0.474181025,-0.526374305,-0.550249818,-0.559133882,-0.500832884,-0.483620225,-0.434758428,-0.421432498,-0.414769644,-0.399222671,-0.369239385,-0.31982234,-0.16823989,-0.159911073,-0.147140446,-0.119378092,-0.109939003,-0.03275966,-0.001665769,-0.028872986,-0.062742836,-0.046640837,-0.022209855,0.011660272,0.095502468,0.19100502,0.365907736,0.207662376,0.229872148,0.268739498,0.155469263,0.196002243,0.212659655,0.299278032,0.331482473,0.345363649,0.432537439,0.459189243,0.584119834,0.55913366,0.670738488,0.690172024,0.750138819,1
DISCK,-0.839635919,-0.857843272,-0.848739561,-0.865546214,-0.863445513,-0.840336269,-0.866946844,-0.821428635,-0.787815259,-0.822829266,-0.817227024,-0.866246564,-0.906162462,-0.89635861,-0.892156929,-0.941876819,-0.938375418,-0.901960851,-0.885154128,-0.883053217,-0.921568765,-0.944677939,-1,-0.973389425,-0.938375418,-0.881652797,-0.876750696,-0.913165333,-0.865546214,-0.8991598,-0.813025204,-0.769607905,-0.798319391,-0.842436969,-0.757703143,-0.69327737,-0.680672328,-0.678571417,-0.64355741,-0.618347466,-0.555322113,-0.507703204,-0.511904815,-0.502100963,-0.53921574,-0.494397811,-0.453781564,-0.462184855,-0.455182194,-0.441176521,-0.482493049,-0.457983244,-0.43697484,-0.43697484,-0.455882474,-0.445378132,-0.448179322,-0.448879673,-0.504201733,-0.53921574,-0.550420152,-0.481092489,-0.460784435,-0.413165316,-0.403361464,-0.401960833,-0.387254881,-0.373249418,-0.329131699,-0.155462225,-0.132352981,-0.109243736,-0.07913169,-0.080532251,0.002100805,0.055321956,0.044117474,0.009103607,0.040616143,0.048319294,0.081932671,0.170868318,0.257703195,0.122549059,0.224089469,0.23179262,0.22969185,0.166666497,0.22899171,0.222689188,0.329131489,0.369747877,0.38375355,0.469887937,0.509803904,0.632352928,0.614845925,0.69327723,0.715686195,0.775910286,1
DISH,-0.179611584,-0.216828254,-0.317151725,-0.357604802,-0.394821958,-0.417475519,-0.576051584,-0.564724722,-0.551779737,-0.592232815,-0.420711927,-0.404530534,-0.47410999,-0.54207116,-0.538834752,-0.716828456,-0.635922301,-0.67313897,-0.653721331,-0.606795923,-0.766990111,-0.807443188,-1,-0.904530575,-0.889967467,-0.836569404,-0.760517456,-0.72491891,-0.582524238,-0.530744299,-0.475728113,-0.341423895,-0.103559636,-0.139158506,0.088997175,0.315534087,0.495145752,0.406149143,0.480582644,0.485437499,0.669903371,0.880259214,0.83656989,0.796116812,0.789644158,0.833333482,0.969255985,1,0.881877175,0.923948699,0.867313905,0.831715682,0.844660343,0.812297719,0.653721817,0.75889998,0.084142644,0.067961413,-0.080905913,-0.197410776,-0.341423895,-0.003236165,0.011326943,0.152103815,0.114887145,0.085760767,0.218446862,0.087379052,0.07766999,0.134304461,0.231391524,0.351132957,0.281553664,0.331715642,0.224919517,0.41100335,0.344660303,0.275081009,0.229773724,0.150485692,-0.043689243,-0.046925166,0.092233098,-0.134303975,-0.171520807,-0.31877001,-0.249190554,-0.148867083,-0.042070958,0.082524521,0.035598789,0.085760767,0.208737962,0.210356409,0.113269022,0.05987096,0.205501554,0.244336832,0.462783128,0.433656912,0.205501554
DG,0.093762957,0.083085802,0.081750404,0.208542139,0.208542139,0.344240387,0.28407832,0.43381321,0.724594164,0.864970958,0.836895599,1,0.806147369,0.991310105,0.913769254,0.670449122,0.651063658,0.790102978,0.419776568,0.494643544,0.267366732,0.378999966,0.199184043,0.179798579,0.044769537,0.09891458,0.405070654,0.547452118,0.666437773,0.893046316,0.163756197,0.168434742,0.36964187,0.316833229,0.391700205,0.337555162,0.047443413,0.035411441,0.211885287,0.146375403,0.200520446,0.33020167,0.598923285,0.666437773,0.704540499,0.788766575,0.635020337,0.431140338,0.360282703,0.355604157,0.222579785,0.062817528,-0.145073753,-0.095607256,-0.143068079,-0.017397199,0.199184043,0.301459114,0.163086991,0.195173699,0.336218693,0.20921034,0.216563833,0.157070972,0.220574111,0.126320733,0.151054953,0.135654321,-0.063889368,0.510633764,0.672009306,0.544114126,0.507285527,0.716203651,0.705489668,0.372025538,0.251496036,-0.108752918,-0.171696198,0.002402082,-0.098708207,-0.074602347,-0.104735476,-0.539309895,-0.578147248,-0.875452989,-1,-0.82590172,-0.797109078,-0.801126587,-0.928351558,-0.623010798,-0.280841506,-0.42614614,-0.511856802,-0.608279372,-0.499134064,-0.414093679,-0.325035784,-0.436860056,-0.596896183
DLTR,-0.826620483,-0.908707096,-0.795934331,-0.755274031,-0.840429459,-0.900268278,-1,-0.856539854,-0.781357959,-0.619486076,-0.47219041,-0.390103797,-0.502876563,-0.397007979,-0.47219041,-0.515151515,-0.48369743,-0.527426467,-0.604143,-0.479094668,-0.704641427,-0.682393556,-0.854238435,-0.752205293,-0.874184887,-0.812811431,-0.61871868,-0.495972382,-0.507480015,-0.47449183,-0.448407902,-0.517452934,-0.567318757,-0.654008285,-0.518987572,-0.468354354,-0.605677023,-0.61871868,-0.549673725,-0.517452934,-0.314921289,0.739163636,0.768316302,0.627924971,0.577291753,0.818948907,0.760644189,0.79823575,0.828155121,0.785193479,0.594169467,0.701572766,0.504411277,0.370924664,0.457614116,0.638665209,0.854238435,0.869582125,0.779823322,0.75220537,0.557345838,0.453011354,0.561181358,0.476793249,0.566551438,0.46682033,0.485232144,0.400844035,0.415419793,0.863444649,1,0.863444649,0.822017645,0.956271577,0.825086383,0.633295052,0.50824672,0.485999463,0.446873878,0.466053011,0.472957192,0.357115689,0.305715152,-0.011891216,0.088607825,-0.004219102,-0.065592558,0.176831377,0.24741097,0.339470579,0.301879708,0.410817031,0.621787495,0.654775604,0.56578412,0.511315458,0.455312773,0.506712697,0.463751592,0.474491906,0.242807595
D,-0.215225151,-0.125871701,0.01847129,-0.028268469,0.138069507,0.177934933,0.318154072,0.305780715,0.448749366,0.410258142,0.498237529,0.381389793,0.309905537,0.276912367,0.35939467,0.289285723,0.314030359,0.197181515,0.327776809,0.322277786,0.402009607,0.505111862,0.138069507,0.29615784,0.212302305,0.39376218,0.565598072,0.536728753,0.597215932,0.674198242,0.71818849,0.957385063,0.946387016,0.795171908,0.843285869,1,0.738808303,0.331900661,0.132570484,-0.020019934,0.03496836,0.080331701,0.084456523,0.03359305,-0.042015058,0.187558778,0.20405377,0.030859473,-0.318303159,-0.282278237,-0.47487139,-0.537221321,-0.53445061,-0.452701824,-0.513667023,-0.373724857,-0.416678011,-0.311374927,-0.388966053,-0.506739761,-0.648066796,-0.573246242,-0.546920264,-0.620355947,-0.595415809,-0.570475532,-0.41252146,-0.594029968,-0.717344959,-0.501197369,-0.72288735,-0.689634109,-0.763068823,-0.921022895,-0.822648043,-0.991686898,-0.844816501,-1,-0.914094663,-0.883612133,-0.815719811,-0.639753694,-0.628669049,-0.706260176,-0.763068823,-0.732586293,-0.761682983,-0.749213329,-0.776924178,-0.760297142,-0.614813555,-0.602342932,-0.702103624,-0.704875444,-0.709031856,-0.87391319,-0.976445702,-0.801864455,-0.757526432,-0.973673883,-0.97090331
DPZ,0.639340089,0.695913718,0.749541826,0.799927916,1,0.739522993,0.815839651,0.919558325,0.034409486,-0.262016009,-0.21398708,0.232123524,0.099233207,0.058865036,-0.01155692,-0.145920484,-0.160064334,-0.291481433,-0.238738153,-0.169199225,-0.154172348,-0.082864649,-0.466802444,-0.386656263,-0.63416803,-0.701644435,-0.489197242,-0.215754936,-0.106731779,0.000228884,-0.68632289,-0.535457429,-0.152403577,-0.273802728,-0.301794904,-0.442640646,-0.452954117,-0.51218046,-0.436158439,-0.302973485,-0.372217775,-0.49243746,-0.483303455,-0.276159888,-0.214281718,-0.238443516,-0.353949765,-0.485071311,-0.496563392,-0.450596957,-0.387540206,-0.438220962,-0.406398407,-0.485365978,-0.466469039,-0.423657197,-0.487432989,-0.11422675,-0.068462182,-0.054585009,-0.009115079,0.13939954,-0.067871076,0.033992316,-0.433105681,-0.425428684,-0.459678701,-0.576600504,-0.522273197,-0.41804724,-0.467650336,-0.301125407,-0.250635683,-0.399445854,-0.506920118,-0.744897776,-0.702675239,-0.77885224,-0.591363392,-0.528768897,-0.550913228,-0.606421832,-0.596087634,-0.653072144,-0.80985395,-0.834655483,-0.815168383,-0.643919242,-0.75877492,-0.768518042,-0.643623689,-0.560066129,-0.474441589,-0.501014579,-0.408303233,-0.409188976,-0.623250845,-0.665473382,-0.646280891,-0.813988001,-1
DOV,-0.857260433,-0.904260229,-0.895556621,-1,-0.746724066,-0.635317784,-0.74324327,-0.603115196,-0.496060324,-0.48300452,-0.405542141,-0.539578013,-0.436004637,-0.411635042,-0.396838446,-0.509986219,-0.382042549,-0.426430939,-0.295006473,-0.205358992,-0.418597946,-0.61616969,-0.812872043,-0.74324327,-0.689280571,-0.32720976,-0.127896613,-0.396838446,-0.109618609,-0.192303799,0.094916039,0.102749032,0.195007919,0.119286332,0.317728778,0.624096709,0.590152718,0.498764445,0.526615535,0.422172768,0.417820659,0.671095806,0.477875647,0.500158494,0.338496898,0.39180159,0.361217105,0.260724478,0.470448032,0.356847606,0.329758511,0.444232347,0.280823318,0.280823318,0.172465715,0.321893535,0.237130947,0.489672762,0.498411149,0.499285171,0.461709645,0.479186331,0.512392358,0.535112565,0.467826577,0.548220364,0.707260593,0.452970646,0.515887835,0.821734429,0.986891502,0.986891502,0.928343901,1,0.78328558,0.767556239,0.631235606,0.642596059,0.68628843,0.596282234,0.625992784,0.604146598,0.53249111,0.06847831,-0.013663522,-0.145614656,-0.050364938,0.103431682,0.23363547,0.146250729,0.253733611,0.238878293,0.191690445,0.404035454,0.344613742,0.399666566,0.305290958,0.216158085,0.243247792,0.357721628,0.348109219
DOW,-0.745642536,-0.846279659,-0.793196553,-0.897151062,-0.764442626,-0.623993061,-0.701406465,-0.654958468,-0.535520808,-0.537732622,-0.623993061,-0.701406465,-0.596345601,-0.576439604,-0.54436829,-0.595239582,-0.539944549,-0.627310895,-0.597451508,-0.62952271,-0.782137144,-0.846279659,-1,-0.881668359,-0.965716871,-0.708041574,-0.607404899,-0.8595501,-0.580862898,-0.662699931,-0.232503867,-0.084313175,-0.222550925,-0.35194108,-0.249092478,-0.032335529,0.028488817,0.119172885,0.123596627,0.056136277,0.189950621,0.387907145,0.244139858,0.20718692,-0.060444008,-0.00221467,-0.039167609,0.005623767,0.167993836,-0.03804804,0.112004196,0.124322028,0.098566794,0.050415703,-0.054844708,0.064973122,0.03137945,0.03137945,0.236301309,0.17135355,0.125441597,0.134400164,0.138879447,0.082889807,0.08736909,0.215025357,0.218384624,0.054894987,0.251978296,0.546483915,0.555442033,0.521848361,0.594635117,0.838749948,0.725650651,0.683098861,0.421067233,0.447942036,0.562161014,0.449062053,0.442343184,0.412108779,0.245259875,0.094087511,0.092967942,-0.184740561,-0.089558397,0.118723176,0.201587508,0.312447219,0.413228795,0.425546068,0.341561608,0.461379438,0.461379438,0.51512994,0.582317285,0.558801748,0.449062053,0.765963192,1
DTE,-0.874081432,-0.911764842,-0.852940909,-1,-0.93382289,-0.901653992,-0.819853003,-0.901653992,-0.225183584,-0.370404102,-0.325367515,-0.482536807,-0.452205833,-0.586396585,-0.461396933,-0.565257453,-0.273897501,-0.262867735,-0.118566132,0.076287219,-0.007353177,0.261947985,-0.199448206,-0.078125142,-0.082720739,0.126837576,0.196691274,0.0781244,0.074448553,-0.042279656,0.412683758,0.705881726,0.527573301,0.384190799,0.586397327,1,0.78308786,0.540440341,0.4908089,0.5091911,0.559742199,0.679228081,0.727941257,0.38694838,0.136948333,0.176470408,0.407169246,0.230698837,0.147978099,0.048713175,0.028492309,0.060661856,-0.0091911,0.068934042,-0.073529545,0.044117579,-0.070771965,-0.070771965,-0.141708055,-0.453267731,-0.399486427,-0.431012919,-0.325305296,-0.370740883,-0.369814086,-0.330868582,-0.168597965,-0.355905083,-0.338286853,-0.139853163,-0.414322227,-0.467176085,-0.486648466,-0.367959194,-0.129653203,-0.141708055,0.027053386,-0.21774343,-0.09070844,-0.064745234,-0.122234932,0.020562562,-0.040636271,-0.233506675,-0.197343602,-0.418031363,-0.340141745,-0.325305296,-0.445849461,-0.327160188,-0.139853163,-0.206616023,-0.176016236,-0.099053415,-0.114817403,-0.212179402,-0.243706635,-0.285432995,-0.29934209,-0.282651398,-0.099980861
DUK,-0.938255498,-1,-0.174497421,0.025502497,0.230872306,0.252348035,0.122146154,0.193288273,0.441610636,0.461744611,0.436241978,0.410737289,0.377181257,0.281878395,0.336913443,0.296644671,0.295301684,0.355705391,0.54093917,0.391945341,0.445637404,0.429529237,0.150335719,0.31946229,0.302013329,0.531543744,0.759731173,0.495302698,0.58523471,0.480536559,0.743624102,0.977182243,1,0.715975895,0.814943889,0.819011341,0.535663524,0.347218166,0.370264685,0.48956939,0.591249383,0.988477768,0.973564098,0.763425618,0.500415334,0.581758753,0.664458721,0.458387693,0.295699895,0.393313396,0.344507125,0.328237044,0.378399863,0.348573618,0.292987896,0.425850544,0.222490558,0.345861618,0.183174916,0.017776078,0.076071882,0.009641996,0.095051909,0.173684287,0.120811523,0.215712065,0.351284659,0.100474949,0.10589799,0.263162747,0.124878016,0.146570179,0.043534734,-0.005271537,0.351284659,0.36484274,0.425850544,0.191308861,0.245538173,0.164194753,0.179107328,0.53430903,0.535663524,0.371621233,0.340439673,0.682082199,0.568201768,0.56006659,0.599383328,0.729533018,0.782405644,0.627852887,0.589892835,0.64141001,0.324293836,0.242103996,0.04484731,0.1571738,0.202378637,0.051696897,0.040737941
DRE,-0.98896549,-0.977931352,-1,-0.782985612,-0.433556731,-0.14665463,-0.231253409,-0.231253409,0.018864509,0.074036687,0.324155723,-0.017918184,-0.363669018,-0.249646617,-0.279070612,-0.448267797,-0.323208279,-0.400453201,-0.348956462,-0.245967082,-0.514475602,-0.691030741,-0.904367084,-0.657927211,-0.59907587,-0.212862435,0.239556944,0.48231877,0.35725888,0.427145103,-0.352635998,-0.017918184,0.261627453,0.27633852,0.355923745,0.19305253,0.178246124,-0.206719696,-0.251138543,-0.354782642,-0.343678861,-0.513951603,-0.243735153,-0.362186031,-0.484338791,-0.284453609,-0.60649155,-0.580581363,-0.299258153,-0.273347966,-0.314066049,-0.443622197,-0.417710148,-0.380694691,-0.243735153,0.078304278,0.178246124,0.400342592,-0.047550735,-0.140089564,0.015376772,-0.232629883,-0.025341311,0.130126514,0.026480925,0.030183178,0.222665343,-0.354782642,-0.343678861,-0.439919944,-0.369590538,-0.228929119,-0.380694691,-0.447322961,-0.269647202,-0.291855136,-0.17340463,-0.251138543,0.196754784,0.237471749,0.322608679,0.26708419,0.544703657,0.274487207,0.041286959,0.070901261,0.489179167,0.744590329,0.563211944,0.622437197,0.744590329,0.829727258,0.892653647,1,0.959281917,0.912730578,0.841969162,0.778658061,0.704173163,0.693001229,0.573824499
DD,-0.874655244,-0.959045833,-0.941050632,-1,-0.985107462,-0.90381935,-0.900096465,-0.8057776,-0.705874065,-0.703392059,-0.757997635,-0.764823434,-0.736899957,-0.705253844,-0.712079456,-0.757377414,-0.692843376,-0.743725755,-0.692843376,-0.671745697,-0.75365403,-0.82501393,-0.914368283,-0.787162178,-0.854178036,-0.73503867,-0.684776636,-0.774751709,-0.648786482,-0.684156228,-0.557570344,-0.551365203,-0.641340214,-0.661817422,-0.55943188,-0.448359191,-0.464492608,-0.527164861,-0.533370251,-0.502344297,-0.437810259,-0.298193685,-0.357143053,-0.360259744,-0.428833916,-0.423223312,-0.396417093,-0.382078696,-0.267996729,-0.304777167,-0.218748032,-0.171369475,-0.233709518,-0.244307201,-0.284204828,-0.142693117,-0.120874227,-0.051676717,0.063029212,0.008169663,0.006299524,-0.071002005,-0.047936002,-0.104042103,-0.062897924,-0.00118097,0.049314341,6.56E-05,0.215762131,0.463252165,0.658376314,0.715106002,0.851630822,1,0.821083889,0.766224838,0.749392714,0.881553793,0.87095611,0.664610692,0.67146766,0.687676196,0.59291958,0.472603297,0.673338298,0.569230052,0.175864504,0.382209922,0.288076769,0.415250519,0.344182433,0.339195604,0.196436843,6.56E-05,0.039963209,0.071756756,0.041833348,-0.020506695,-0.092197869,-0.032974517,-0.057287071
DXC,-1,-0.902477858,-0.878497202,-0.725020144,-0.79696227,-0.741007354,-0.872102478,-0.784172502,-0.536370903,-0.526778737,-0.505995204,-0.501199201,-0.539568505,-0.505995204,-0.440447642,-0.552358273,-0.533173461,-0.560351719,-0.544364349,-0.560351719,-0.752198401,-0.878497202,-0.912070504,-0.814548361,-0.787370104,-0.701039329,-0.60991191,-0.683453237,-0.601918465,-0.836930296,-0.608313189,-0.365307914,-0.371702638,-0.490007834,-0.454836131,-0.294964029,-0.207034532,-0.170263629,-0.210231655,-0.301359073,-0.184652118,0.051958433,0.034372342,-0.010391527,-0.229416467,-0.192646043,-0.160671463,0.066346922,0.256594884,0.135092086,0.143085532,0.239008793,0.240607514,0.09352518,-0.016786571,0.013589129,-0.045563709,0.007194085,-0.039168665,-0.053557154,-0.104716067,-0.072741966,-0.071143086,0.114308393,0.050359712,0.159072742,0.384492406,0.411670663,0.565147722,0.496403038,0.889688249,1,0.806554596,0.792166107,0.785771383,0.899280416,0.824140687,0.777777618,0.87529976,0.952038209,0.940847322,0.928057554,0.960031974,0.819344365,0.942446043,0.776179217,0.34452438,0.370103917,0.363709193,0.494804317,0.414868265,0.341326938,0.491606715,0.378097362,0.365307594,0.39088745,0.406874341,0.424460432,0.342925659,0.394084572,0.422861711
EMN,-0.883808509,-0.955635847,-0.904406057,-1,-0.90176553,-0.778180297,-0.791911889,-0.619209979,-0.519918766,-0.479780041,-0.496152958,-0.56639566,-0.508828126,-0.481364995,-0.462351604,-0.499849802,-0.454429651,-0.522559665,-0.482949152,-0.418516035,-0.55055138,-0.675721195,-0.790855891,-0.705296642,-0.76075186,-0.62977246,-0.560586075,-0.651425952,-0.466048502,-0.539460368,-0.259017133,-0.097405491,-0.184020738,-0.237363215,-0.065717303,0.145539547,0.093253812,0.078465903,0.066846679,0.068958994,0.251167759,0.421229514,0.242717647,0.245886758,0.113850934,0.186734642,0.15504603,0.153461873,0.377393945,0.342008435,0.418588615,0.470346936,0.408554346,0.38320353,0.297064546,0.365656626,0.377354172,0.419892023,0.482635117,0.424145898,0.338538742,0.335879976,0.356617101,0.263034446,0.230067576,0.301318049,0.301849876,0.211457442,0.362997861,0.665015522,0.691601579,0.591638111,0.668205689,0.821873099,0.637365757,0.631517196,0.54112439,0.545910093,0.587384289,0.601740547,0.61769234,0.536870514,0.466151922,0.302913531,0.282707862,0.199227643,0.286961738,0.393305966,0.425741009,0.402876946,0.526236251,0.683625655,0.60971647,0.558139413,0.631517196,0.77774051,0.835697955,0.831975907,0.758066721,0.920773231,1
ETN,-0.88770619,-0.96214071,-0.907598152,-1,-0.867813776,-0.711244323,-0.75295314,-0.591892292,-0.557882982,-0.554674805,-0.511040449,-0.550182957,-0.512323668,-0.48409033,-0.44366415,-0.531574214,-0.477031656,-0.506549118,-0.403880355,-0.408372203,-0.561733479,-0.690069206,-0.889631212,-0.767070035,-0.794662474,-0.566866678,-0.31597029,-0.659268073,-0.359463144,-0.349771093,-0.121040149,-0.033166074,-0.084210601,-0.132670533,-0.059657762,0.137412822,0.045015885,0.08895289,0.177473226,0.130951627,0.315745501,0.508938968,0.440449059,0.421711219,0.370666693,0.344175005,0.229163497,0.087660819,0.222702302,0.130951627,0.160673654,0.162611922,-0.014428169,0.014647531,-0.099071905,0.075384173,-0.000213191,-0.00538238,0.045662146,0.103814129,0.0799071,0.106398271,0.17424237,0.1516278,0.115444578,0.253716853,0.307991718,0.218179375,0.29959219,0.71570115,0.886280047,0.743484845,0.748654033,0.837820115,0.64850383,0.597459304,0.503769779,0.654318764,0.685333314,0.63041167,0.585182594,0.41654203,0.346759599,-0.033166074,0.188457348,0.150335277,0.398450387,0.327375885,0.269223902,0.333837144,0.424295749,0.313160907,0.287961807,0.412665365,0.527030611,0.556106829,0.622012142,0.623950475,0.634288788,0.802929416,1
EBAY,-0.142836343,-0.301697067,-0.364556187,-0.332555233,-0.412557218,-0.402270972,-0.643420062,-0.497130703,-0.366841765,0.018310303,0.010310093,0.262887645,0.133741495,0.012596014,0.061740293,-0.110835847,-0.124550345,-0.28226828,-0.34284102,-0.171408587,-0.222838329,-0.198838042,-0.233124575,-0.686849593,-0.875425235,-0.847996239,-0.727993547,-0.853710527,-0.671991847,-0.525702948,-0.796566497,-1,-0.866282695,-0.994285712,-0.756565791,-0.770280289,-0.795423364,-0.772565867,-0.629705563,-0.719992878,-0.615990606,-0.543988945,-0.553131944,-0.45141525,-0.537399566,-0.527081448,-0.431925701,-0.553449857,-0.475490744,-0.583257982,-0.599308388,-0.644020118,-0.632555771,-0.686438932,-0.635994915,-0.348233842,-0.168240008,-0.237027804,-0.235881117,-0.406703406,-0.400971233,-0.457147423,-0.572939865,-0.55918203,-0.488101777,-0.52364219,-0.558035802,-0.414728609,-0.353966474,-0.217537797,-0.235881117,-0.073084261,-0.136139426,0.105763231,0.067929902,0.017485885,0.034682519,0.213530125,0.120666835,0.147035817,0.153914218,0.244484479,0.464604098,0.370594579,0.151621303,0.159646391,0.384352414,0.253656368,0.335054739,0.688163433,0.815420335,1,0.815420335,0.825738453,0.82459211,0.904843795,0.888793504,0.909429739,0.880768301,0.786758897,0.738607795
